Zt09_10_00013|g5110.t1
Zt09_12_00269|g8522.t1
Zt09_12_00273|g8526.t1
Zt09_12_00274|g8527.t1
Zt09_12_00275|g8528.t1
Zt09_12_00276|g8529.t1
Zt09_12_00277|g8530.t1
Zt09_12_00278|g8532.t1
Zt09_12_00280|g8534.t1
Zt09_12_00281|g8535.t1
Zt09_12_00282|g8536.t1
Zt09_12_00283|g8537.t1
Zt09_12_00284|g8538.t1
Zt09_12_00286|g8540.t1
Zt09_12_00287|g8541.t1
Zt09_12_00289|g8543.t1
Zt09_12_00290|g8544.t1
Zt09_12_00291|g8545.t1
Zt09_12_00292|g8546.t1
Zt09_12_00294|g8547.t1
Zt09_12_00295|g8548.t1
Zt09_12_00296|g8549.t1
Zt09_12_00297|g8550.t1
Zt09_12_00303|g8554.t1
Zt09_12_00304|g8555.t1
Zt09_12_00308|g8558.t1
Zt09_12_00309|g8560.t1
Zt09_12_00311|g8562.t1
Zt09_12_00313|g8564.t1
Zt09_12_00315|g8567.t1
Zt09_12_00320|g3776.t1
Zt09_12_00321|g3777.t1
Zt09_12_00325|g3774.t1
Zt09_12_00326|g3772.t1
Zt09_12_00329|g3769.t1
Zt09_12_00330|g3768.t1
Zt09_12_00338|g3759.t1
Zt09_12_00340|g3757.t1
Zt09_12_00342|g3755.t1
Zt09_12_00350|g3746.t1
Zt09_12_00351|g3745.t1
Zt09_12_00357|g3739.t1
Zt09_12_00360|g3733.t1
Zt09_12_00364|g18.t1
Zt09_12_00366|g16.t1
Zt09_12_00372|g808.t1
Zt09_12_00373|g807.t1
Zt09_12_00374|g806.t1
Zt09_12_00376|g804.t1
Zt09_12_00377|g803.t1
Zt09_12_00380|g800.t1
Zt09_12_00381|g799.t1
Zt09_12_00382|g798.t1
Zt09_12_00387|g794.t1
Zt09_12_00409|g3188.t1
Zt09_12_00411|g3185.t1
Zt09_12_00416|g3182.t1
Zt09_12_00419|g3179.t1
Zt09_12_00420|g3178.t1
Zt09_12_00425|g3171.t1
Zt09_12_00429|g3169.t1
Zt09_12_00430|g3168.t1
Zt09_12_00431|g3167.t1
Zt09_12_00434|g3949.t1
Zt09_12_00435|g3948.t1
Zt09_12_00436|g3947.t1
Zt09_12_00439|g3944.t1
Zt09_12_00440|g3943.t1
Zt09_12_00443|g3940.t1
Zt09_12_00445|g9690.t1
Zt09_12_00446|g9689.t1
Zt09_12_00447|g9688.t1
Zt09_13_00014|g9320.t1
Zt09_13_00019|g9319.t1
Zt09_13_00020|g9318.t1
Zt09_13_00021|g9317.t1
Zt09_13_00024|g4794.t1
Zt09_13_00028|g8853.t1
Zt09_13_00036|g4229.t1
Zt09_13_00038|g4232.t1
Zt09_13_00039|g4236.t1
Zt09_13_00042|g4238.t1
Zt09_13_00043|g4239.t1
Zt09_13_00047|g4242.t1
Zt09_13_00048|g4243.t1
Zt09_13_00049|g4244.t1
Zt09_13_00053|g4248.t1
Zt09_13_00056|g2946.t1
Zt09_13_00060|g2948.t1
Zt09_13_00061|g2949.t1
Zt09_13_00062|g2950.t1
Zt09_13_00064|g3161.t1
Zt09_13_00067|g3164.t1
Zt09_13_00068|g4227.t1
Zt09_13_00071|g11520.t1
Zt09_13_00075|g1734.t1
Zt09_13_00081|g1727.t1
Zt09_13_00082|g1726.t1
Zt09_13_00083|g1725.t1
Zt09_13_00084|g1724.t1
Zt09_13_00085|g1723.t1
Zt09_13_00086|g1722.t1
Zt09_13_00088|g1720.t1
Zt09_13_00089|g1719.t1
Zt09_13_00091|g3610.t1
Zt09_13_00092|g3611.t1
Zt09_13_00093|g3612.t1
Zt09_13_00097|g3616.t1
Zt09_13_00103|g2800.t1
Zt09_13_00104|g2799.t1
Zt09_13_00112|g10157.t1
Zt09_13_00119|g10766.t1
Zt09_13_00122|g10767.t1
Zt09_13_00123|g10768.t1
Zt09_13_00130|g3539.t1
Zt09_13_00132|g3541.t1
Zt09_13_00133|g3543.t1
Zt09_13_00134|g3544.t1
Zt09_13_00135|g3545.t1
Zt09_13_00137|g3547.t1
Zt09_13_00143|g3553.t1
Zt09_13_00144|g3554.t1
Zt09_13_00145|g3555.t1
Zt09_13_00146|g3556.t1
Zt09_13_00147|g3557.t1
Zt09_13_00148|g3558.t1
Zt09_13_00149|g3559.t1
Zt09_13_00160|g2540.t1
Zt09_13_00161|g3618.t1
Zt09_13_00164|g2803.t1
Zt09_13_00169|g2808.t1
Zt09_13_00170|g2809.t1
Zt09_13_00171|g2811.t1
Zt09_13_00172|g2812.t1
Zt09_13_00178|g10753.t1
Zt09_13_00180|g6164.t1
Zt09_13_00181|g6163.t1
Zt09_13_00182|g6159.t1
Zt09_13_00184|g6157.t1
Zt09_13_00185|g6156.t1
Zt09_13_00199|g11391.t1
Zt09_13_00202|g11388.t1
Zt09_13_00207|g9287.t1
Zt09_13_00209|g3649.t1
Zt09_13_00210|g3650.t1
Zt09_13_00215|g3655.t1
Zt09_13_00216|g3656.t1
Zt09_13_00219|g3657.t1
Zt09_13_00220|g3658.t1
Zt09_13_00222|g3660.t1
Zt09_13_00225|g7319.t1
Zt09_13_00229|g7323.t1
Zt09_13_00230|g7324.t1
Zt09_13_00231|g7325.t1
Zt09_13_00232|g7326.t1
Zt09_13_00234|g2240.t1
Zt09_13_00235|g2241.t1
Zt09_13_00242|g2244.t1
Zt09_13_00243|g2243.t1
Zt09_13_00251|g9922.t1
Zt09_13_00252|g9923.t1
Zt09_13_00254|g3680.t1
Zt09_13_00255|g3679.t1
Zt09_13_00256|g3678.t1
Zt09_13_00258|g3676.t1
Zt09_13_00259|g3675.t1
Zt09_13_00261|g3673.t1
Zt09_13_00264|g3668.t1
Zt09_13_00266|g3667.t1
Zt09_13_00273|g7315.t1
Zt09_13_00274|g7314.t1
Zt09_13_00278|g2434.t1
Zt09_13_00281|g10728.t1
Zt09_13_00284|g10733.t1
Zt09_13_00288|g635.t1
Zt09_13_00293|g7836.t1
Zt09_13_00295|g10801.t1
Zt09_13_00296|g10802.t1
Zt09_13_00300|g10799.t1
Zt09_13_00305|g10795.t1
Zt09_13_00306|g10796.t1
Zt09_13_00307|g10798.t1
Zt09_13_00308|g4647.t1
Zt09_13_00310|g4648.t1
Zt09_13_00319|g3903.t1
Zt09_13_00320|g3904.t1
Zt09_13_00324|g3908.t1
Zt09_13_00325|g3909.t1
Zt09_13_00326|g3910.t1
Zt09_13_00328|g3912.t1
Zt09_13_00330|g3914.t1
Zt09_13_00331|g3915.t1
Zt09_13_00332|g3916.t1
Zt09_13_00335|g1681.t1
Zt09_13_00337|g1684.t1
Zt09_13_00339|g1687.t1
Zt09_13_00340|g1688.t1
Zt09_13_00341|g1689.t1
Zt09_13_00346|g3898.t1
Zt09_13_00353|g3891.t1
Zt09_13_00354|g3890.t1
Zt09_13_00358|g9907.t1
Zt09_13_00359|g9906.t1
Zt09_13_00360|g9905.t1
Zt09_13_00365|g3888.t1
Zt09_13_00366|g3887.t1
Zt09_2_00015|g8349.t1
Zt09_2_00018|g8346.t1
Zt09_2_00019|g8345.t1
Zt09_2_00021|g8342.t1
Zt09_2_00022|g8341.t1
Zt09_2_00047|g9248.t1
Zt09_2_00050|g9245.t1
Zt09_2_00051|g9244.t1
Zt09_2_00073|g9236.t1
Zt09_2_00077|g3798.t1
Zt09_2_00078|g3799.t1
Zt09_2_00080|g3801.t1
Zt09_2_00083|g3804.t1
Zt09_2_00086|g3806.t1
Zt09_2_00087|g3807.t1
Zt09_2_00089|g3809.t1
Zt09_2_00097|g5890.t1
Zt09_2_00103|g5895.t1
Zt09_2_00104|g5896.t1
Zt09_2_00105|g5897.t1
Zt09_2_00107|g5899.t1
Zt09_2_00108|g5900.t1
Zt09_2_00109|g5901.t1
Zt09_2_00110|g5902.t1
Zt09_2_00111|g5903.t1
Zt09_2_00113|g5906.t1
Zt09_2_00114|g5907.t1
Zt09_2_00115|g5908.t1
Zt09_2_00117|g5910.t1
Zt09_2_00119|g5912.t1
Zt09_2_00120|g5913.t1
Zt09_2_00122|g5915.t1
Zt09_2_00123|g5916.t1
Zt09_2_00139|g5929.t1
Zt09_2_00140|g5930.t1
Zt09_2_00145|g5057.t1
Zt09_2_00149|g5053.t1
Zt09_2_00151|g5051.t1
Zt09_2_00152|g5050.t1
Zt09_2_00153|g5048.t1
Zt09_2_00154|g5047.t1
Zt09_2_00157|g5046.t1
Zt09_2_00158|g5045.t1
Zt09_2_00159|g5044.t1
Zt09_2_00161|g5042.t1
Zt09_2_00162|g5041.t1
Zt09_2_00164|g593.t1
Zt09_2_00165|g594.t1
Zt09_2_00167|g596.t1
Zt09_2_00168|g597.t1
Zt09_2_00171|g599.t1
Zt09_2_00172|g600.t1
Zt09_2_00174|g602.t1
Zt09_2_00177|g607.t1
Zt09_2_00178|g606.t1
Zt09_2_00179|g605.t1
Zt09_2_00180|g609.t1
Zt09_2_00185|g611.t1
Zt09_2_00189|g9310.t1
Zt09_2_00191|g9308.t1
Zt09_2_00192|g9307.t1
Zt09_2_00193|g9306.t1
Zt09_2_00194|g9305.t1
Zt09_2_00195|g9304.t1
Zt09_2_00196|g9303.t1
Zt09_2_00197|g9302.t1
Zt09_2_00198|g9301.t1
Zt09_2_00200|g9297.t1
Zt09_2_00201|g9298.t1
Zt09_2_00204|g9294.t1
Zt09_2_00206|g9292.t1
Zt09_2_00208|g9290.t1
Zt09_2_00211|g9855.t1
Zt09_2_00214|g9858.t1
Zt09_2_00216|g9860.t1
Zt09_2_00218|g9862.t1
Zt09_2_00219|g9863.t1
Zt09_2_00220|g9864.t1
Zt09_2_00221|g9865.t1
Zt09_2_00222|g9866.t1
Zt09_2_00223|g9867.t1
Zt09_2_00224|g9868.t1
Zt09_2_00225|g9869.t1
Zt09_2_00231|g9876.t1
Zt09_2_00233|g9254.t1
Zt09_2_00235|g6629.t1
Zt09_2_00236|g6630.t1
Zt09_2_00237|g6631.t1
Zt09_2_00240|g9252.t1
Zt09_2_00241|g9250.t1
Zt09_2_00243|g1105.t1
Zt09_2_00261|g1811.t1
Zt09_2_00262|g1810.t1
Zt09_2_00263|g1809.t1
Zt09_2_00268|g2145.t1
Zt09_2_00274|g2148.t1
Zt09_2_00275|g11208.t1
Zt09_2_00276|g11207.t1
Zt09_2_00277|g11206.t1
Zt09_2_00278|g11205.t1
Zt09_2_00279|g11204.t1
Zt09_2_00280|g11203.t1
Zt09_2_00281|g11202.t1
Zt09_2_00282|g11201.t1
Zt09_2_00289|g6620.t1
Zt09_2_00290|g6617.t1
Zt09_2_00291|g6616.t1
Zt09_2_00292|g6615.t1
Zt09_2_00293|g6614.t1
Zt09_2_00294|g6613.t1
Zt09_2_00295|g6612.t1
Zt09_2_00296|g6611.t1
Zt09_2_00297|g6610.t1
Zt09_2_00298|g6609.t1
Zt09_2_00299|g6608.t1
Zt09_2_00301|g6606.t1
Zt09_2_00303|g6603.t1
Zt09_2_00304|g6602.t1
Zt09_2_00305|g6601.t1
Zt09_2_00306|g6600.t1
Zt09_2_00335|g6924.t1
Zt09_2_00336|g6922.t1
Zt09_2_00337|g6921.t1
Zt09_2_00339|g6918.t1
Zt09_2_00340|g6917.t1
Zt09_2_00341|g6916.t1
Zt09_2_00342|g6915.t1
Zt09_2_00343|g6914.t1
Zt09_2_00346|g7833.t1
Zt09_2_00348|g7831.t1
Zt09_2_00349|g7830.t1
Zt09_2_00351|g7827.t1
Zt09_2_00354|g7824.t1
Zt09_2_00356|g7822.t1
Zt09_2_00358|g7820.t1
Zt09_2_00359|g7819.t1
Zt09_2_00360|g7818.t1
Zt09_2_00363|g7815.t1
Zt09_2_00364|g7814.t1
Zt09_2_00365|g7812.t1
Zt09_2_00369|g7809.t1
Zt09_2_00371|g7807.t1
Zt09_2_00374|g10973.t1
Zt09_2_00375|g10974.t1
Zt09_2_00376|g10975.t1
Zt09_2_00377|g5630.t1
Zt09_2_00378|g5629.t1
Zt09_2_00379|g5628.t1
Zt09_2_00380|g5627.t1
Zt09_2_00381|g5626.t1
Zt09_2_00384|g7034.t1
Zt09_2_00385|g7033.t1
Zt09_2_00387|g7031.t1
Zt09_2_00388|g7030.t1
Zt09_2_00389|g7029.t1
Zt09_2_00392|g7026.t1
Zt09_2_00393|g7025.t1
Zt09_2_00394|g7024.t1
Zt09_2_00395|g7023.t1
Zt09_2_00396|g7022.t1
Zt09_2_00397|g7021.t1
Zt09_2_00399|g7019.t1
Zt09_2_00401|g7017.t1
Zt09_2_00402|g7015.t1
Zt09_2_00403|g7014.t1
Zt09_2_00405|g7012.t1
Zt09_2_00406|g7011.t1
Zt09_2_00408|g7009.t1
Zt09_2_00409|g7008.t1
Zt09_2_00410|g7007.t1
Zt09_2_00411|g7005.t1
Zt09_2_00413|g7003.t1
Zt09_2_00416|g7000.t1
Zt09_2_00417|g6999.t1
Zt09_2_00418|g6998.t1
Zt09_2_00420|g6996.t1
Zt09_2_00421|g6995.t1
Zt09_2_00424|g6993.t1
Zt09_2_00426|g6992.t1
Zt09_2_00427|g6991.t1
Zt09_2_00428|g6990.t1
Zt09_2_00429|g6989.t1
Zt09_2_00430|g6988.t1
Zt09_2_00431|g6987.t1
Zt09_2_00432|g6986.t1
Zt09_2_00433|g6985.t1
Zt09_2_00434|g6984.t1
Zt09_2_00436|g6982.t1
Zt09_2_00437|g6981.t1
Zt09_2_00440|g6978.t1
Zt09_2_00441|g6976.t1
Zt09_2_00443|g6972.t1
Zt09_2_00444|g6971.t1
Zt09_2_00446|g6969.t1
Zt09_2_00448|g6966.t1
Zt09_2_00449|g6964.t1
Zt09_2_00450|g6963.t1
Zt09_2_00453|g6960.t1
Zt09_2_00454|g6959.t1
Zt09_2_00455|g6958.t1
Zt09_2_00456|g6957.t1
Zt09_2_00457|g6956.t1
Zt09_2_00458|g6955.t1
Zt09_2_00459|g6954.t1
Zt09_2_00460|g6953.t1
Zt09_2_00461|g6952.t1
Zt09_2_00463|g6950.t1
Zt09_2_00466|g6947.t1
Zt09_2_00467|g6946.t1
Zt09_2_00468|g6945.t1
Zt09_2_00469|g6944.t1
Zt09_2_00471|g6943.t1
Zt09_2_00475|g10045.t1
Zt09_2_00476|g10044.t1
Zt09_2_00479|g11523.t1
Zt09_2_00488|g11526.t1
Zt09_2_00490|g11528.t1
Zt09_2_00494|g11530.t1
Zt09_2_00496|g11532.t1
Zt09_2_00497|g11533.t1
Zt09_2_00499|g11535.t1
Zt09_2_00501|g11538.t1
Zt09_2_00503|g4287.t1
Zt09_2_00504|g4286.t1
Zt09_2_00506|g4284.t1
Zt09_2_00507|g4283.t1
Zt09_2_00509|g4281.t1
Zt09_2_00510|g4280.t1
Zt09_2_00511|g4279.t1
Zt09_2_00516|g4274.t1
Zt09_2_00518|g4272.t1
Zt09_2_00519|g4271.t1
Zt09_2_00520|g4270.t1
Zt09_2_00522|g4267.t1
Zt09_2_00523|g4266.t1
Zt09_2_00528|g1060.t1
Zt09_2_00536|g3068.t1
Zt09_2_00537|g3067.t1
Zt09_2_00538|g3066.t1
Zt09_2_00539|g3065.t1
Zt09_2_00540|g3064.t1
Zt09_2_00543|g3061.t1
Zt09_2_00545|g3059.t1
Zt09_2_00549|g3058.t1
Zt09_2_00551|g3056.t1
Zt09_2_00552|g3055.t1
Zt09_2_00553|g3054.t1
Zt09_2_00554|g3053.t1
Zt09_2_00555|g3052.t1
Zt09_2_00556|g3051.t1
Zt09_2_00557|g3050.t1
Zt09_2_00558|g3049.t1
Zt09_2_00560|g3046.t1
Zt09_2_00561|g3045.t1
Zt09_2_00563|g3043.t1
Zt09_2_00565|g3041.t1
Zt09_2_00567|g3039.t1
Zt09_2_00568|g3038.t1
Zt09_2_00569|g3037.t1
Zt09_2_00570|g3036.t1
Zt09_2_00571|g3035.t1
Zt09_2_00574|g3033.t1
Zt09_2_00577|g5566.t1
Zt09_2_00580|g5563.t1
Zt09_2_00584|g5558.t1
Zt09_2_00585|g5557.t1
Zt09_2_00587|g5555.t1
Zt09_2_00588|g5554.t1
Zt09_2_00590|g9449.t1
Zt09_2_00592|g9451.t1
Zt09_2_00594|g9453.t1
Zt09_2_00595|g9454.t1
Zt09_2_00596|g9455.t1
Zt09_2_00598|g9457.t1
Zt09_2_00600|g4294.t1
Zt09_2_00601|g4293.t1
Zt09_2_00603|g4291.t1
Zt09_2_00605|g4289.t1
Zt09_2_00606|g4288.t1
Zt09_2_00611|g4327.t1
Zt09_2_00612|g4328.t1
Zt09_2_00614|g4330.t1
Zt09_2_00615|g4331.t1
Zt09_2_00616|g6911.t1
Zt09_2_00617|g6910.t1
Zt09_2_00620|g6908.t1
Zt09_2_00621|g6907.t1
Zt09_2_00631|g857.t1
Zt09_2_00632|g858.t1
Zt09_2_00633|g859.t1
Zt09_2_00637|g3313.t1
Zt09_2_00638|g3314.t1
Zt09_2_00639|g3315.t1
Zt09_2_00640|g3316.t1
Zt09_2_00642|g3318.t1
Zt09_2_00646|g3421.t1
Zt09_2_00648|g3423.t1
Zt09_2_00649|g3432.t1
Zt09_2_00650|g3431.t1
Zt09_2_00656|g3425.t1
Zt09_2_00662|g3440.t1
Zt09_2_00664|g3442.t1
Zt09_2_00667|g3445.t1
Zt09_2_00668|g3446.t1
Zt09_2_00669|g3447.t1
Zt09_2_00678|g2291.t1
Zt09_2_00679|g2290.t1
Zt09_2_00680|g2289.t1
Zt09_2_00684|g2296.t1
Zt09_2_00686|g2299.t1
Zt09_2_00687|g2300.t1
Zt09_2_00692|g1937.t1
Zt09_2_00693|g1936.t1
Zt09_2_00694|g1935.t1
Zt09_2_00695|g1934.t1
Zt09_2_00696|g1933.t1
Zt09_2_00697|g1932.t1
Zt09_2_00700|g1929.t1
Zt09_2_00706|g11209.t1
Zt09_2_00708|g11211.t1
Zt09_2_00709|g11212.t1
Zt09_2_00710|g11213.t1
Zt09_2_00711|g11214.t1
Zt09_2_00714|g11216.t1
Zt09_2_00715|g11219.t1
Zt09_2_00716|g11218.t1
Zt09_2_00721|g11222.t1
Zt09_2_00723|g11224.t1
Zt09_2_00724|g11225.t1
Zt09_2_00725|g11226.t1
Zt09_2_00726|g11227.t1
Zt09_2_00727|g11228.t1
Zt09_2_00729|g11229.t1
Zt09_2_00730|g11230.t1
Zt09_2_00731|g11232.t1
Zt09_2_00732|g11233.t1
Zt09_2_00733|g11234.t1
Zt09_2_00734|g11236.t1
Zt09_2_00736|g11237.t1
Zt09_2_00737|g11238.t1
Zt09_2_00738|g11239.t1
Zt09_2_00739|g11240.t1
Zt09_2_00741|g11242.t1
Zt09_2_00742|g11243.t1
Zt09_2_00743|g11244.t1
Zt09_2_00744|g11246.t1
Zt09_2_00745|g11247.t1
Zt09_2_00748|g11250.t1
Zt09_2_00749|g11251.t1
Zt09_2_00750|g11252.t1
Zt09_2_00752|g11254.t1
Zt09_2_00756|g11259.t1
Zt09_2_00757|g11260.t1
Zt09_2_00759|g11261.t1
Zt09_2_00762|g11264.t1
Zt09_2_00763|g11265.t1
Zt09_2_00768|g11271.t1
Zt09_2_00769|g11272.t1
Zt09_2_00770|g11273.t1
Zt09_2_00774|g11277.t1
Zt09_2_00775|g11278.t1
Zt09_2_00780|g11283.t1
Zt09_2_00782|g5326.t1
Zt09_2_00784|g5328.t1
Zt09_2_00785|g5329.t1
Zt09_2_00787|g5331.t1
Zt09_2_00788|g5332.t1
Zt09_2_00790|g5334.t1
Zt09_2_00791|g5335.t1
Zt09_2_00795|g5336.t1
Zt09_2_00797|g5338.t1
Zt09_2_00800|g2983.t1
Zt09_2_00801|g2984.t1
Zt09_2_00802|g2985.t1
Zt09_2_00803|g2987.t1
Zt09_2_00804|g2988.t1
Zt09_2_00805|g2989.t1
Zt09_2_00806|g2990.t1
Zt09_2_00807|g2991.t1
Zt09_2_00808|g2992.t1
Zt09_2_00809|g2993.t1
Zt09_2_00810|g2994.t1
Zt09_2_00811|g2995.t1
Zt09_2_00812|g2996.t1
Zt09_2_00813|g2997.t1
Zt09_2_00814|g2998.t1
Zt09_2_00815|g2999.t1
Zt09_2_00817|g3001.t1
Zt09_2_00819|g3003.t1
Zt09_2_00820|g3004.t1
Zt09_2_00821|g3005.t1
Zt09_2_00822|g3006.t1
Zt09_2_00823|g3007.t1
Zt09_2_00824|g3008.t1
Zt09_2_00825|g3009.t1
Zt09_2_00828|g3012.t1
Zt09_2_00830|g1026.t1
Zt09_2_00831|g1027.t1
Zt09_2_00834|g1031.t1
Zt09_2_00836|g1033.t1
Zt09_2_00839|g1037.t1
Zt09_2_00840|g1038.t1
Zt09_2_00842|g1040.t1
Zt09_2_00843|g1042.t1
Zt09_2_00846|g1045.t1
Zt09_2_00848|g1047.t1
Zt09_2_00850|g1049.t1
Zt09_2_00851|g1050.t1
Zt09_2_00853|g1051.t1
Zt09_2_00854|g1052.t1
Zt09_2_00855|g1053.t1
Zt09_2_00857|g1861.t1
Zt09_2_00858|g1860.t1
Zt09_2_00859|g1859.t1
Zt09_2_00860|g1858.t1
Zt09_2_00862|g1856.t1
Zt09_2_00863|g1855.t1
Zt09_2_00865|g1853.t1
Zt09_2_00867|g1851.t1
Zt09_2_00868|g1850.t1
Zt09_2_00870|g1848.t1
Zt09_2_00871|g1846.t1
Zt09_2_00873|g1844.t1
Zt09_2_00874|g1843.t1
Zt09_2_00875|g1842.t1
Zt09_2_00876|g1839.t1
Zt09_2_00877|g1838.t1
Zt09_2_00878|g1837.t1
Zt09_2_00880|g1835.t1
Zt09_2_00881|g1834.t1
Zt09_2_00882|g1833.t1
Zt09_2_00883|g1832.t1
Zt09_2_00886|g5382.t1
Zt09_2_00887|g5383.t1
Zt09_2_00889|g5390.t1
Zt09_2_00890|g5391.t1
Zt09_2_00891|g5392.t1
Zt09_2_00892|g5393.t1
Zt09_2_00893|g5394.t1
Zt09_2_00895|g5395.t1
Zt09_2_00898|g5396.t1
Zt09_2_00899|g5397.t1
Zt09_2_00900|g5398.t1
Zt09_2_00901|g5399.t1
Zt09_2_00902|g5400.t1
Zt09_2_00903|g5401.t1
Zt09_2_00904|g5402.t1
Zt09_2_00908|g5404.t1
Zt09_2_00909|g5405.t1
Zt09_2_00912|g5408.t1
Zt09_2_00914|g5410.t1
Zt09_2_00915|g5411.t1
Zt09_2_00916|g5413.t1
Zt09_2_00917|g5414.t1
Zt09_2_00920|g5417.t1
Zt09_2_00921|g5418.t1
Zt09_2_00922|g5419.t1
Zt09_2_00923|g5420.t1
Zt09_2_00924|g5421.t1
Zt09_2_00925|g5422.t1
Zt09_2_00926|g5423.t1
Zt09_2_00932|g5428.t1
Zt09_2_00933|g5429.t1
Zt09_2_00934|g5430.t1
Zt09_2_00935|g5431.t1
Zt09_2_00936|g5432.t1
Zt09_2_00937|g5433.t1
Zt09_2_00938|g5434.t1
Zt09_2_00939|g5435.t1
Zt09_2_00944|g5440.t1
Zt09_2_00946|g5443.t1
Zt09_2_00947|g5444.t1
Zt09_2_00948|g5445.t1
Zt09_2_00949|g5446.t1
Zt09_2_00951|g5449.t1
Zt09_2_00955|g5452.t1
Zt09_2_00957|g5455.t1
Zt09_2_00961|g5458.t1
Zt09_2_00962|g5459.t1
Zt09_2_00963|g5460.t1
Zt09_2_00965|g5462.t1
Zt09_2_00970|g8186.t1
Zt09_2_00971|g8185.t1
Zt09_2_00972|g8184.t1
Zt09_2_00975|g8181.t1
Zt09_2_00977|g8177.t1
Zt09_2_00978|g8176.t1
Zt09_2_00980|g8174.t1
Zt09_2_00982|g8172.t1
Zt09_2_00984|g9964.t1
Zt09_2_00992|g9972.t1
Zt09_2_00993|g9973.t1
Zt09_2_00998|g9979.t1
Zt09_2_01001|g2871.t1
Zt09_2_01002|g2872.t1
Zt09_2_01003|g2873.t1
Zt09_2_01005|g2875.t1
Zt09_2_01006|g2876.t1
Zt09_2_01007|g2877.t1
Zt09_2_01008|g2878.t1
Zt09_2_01009|g2879.t1
Zt09_2_01011|g2368.t1
Zt09_2_01012|g2369.t1
Zt09_2_01013|g2370.t1
Zt09_2_01015|g2371.t1
Zt09_2_01017|g2373.t1
Zt09_2_01019|g2375.t1
Zt09_2_01020|g2376.t1
Zt09_2_01021|g2377.t1
Zt09_2_01026|g2382.t1
Zt09_2_01027|g2383.t1
Zt09_2_01029|g9823.t1
Zt09_2_01030|g9822.t1
Zt09_2_01031|g9821.t1
Zt09_2_01032|g9820.t1
Zt09_2_01034|g9819.t1
Zt09_2_01035|g9818.t1
Zt09_2_01036|g9817.t1
Zt09_2_01038|g9815.t1
Zt09_2_01041|g4903.t1
Zt09_2_01044|g9282.t1
Zt09_2_01051|g11111.t1
Zt09_2_01052|g11110.t1
Zt09_2_01053|g11109.t1
Zt09_2_01054|g11108.t1
Zt09_2_01056|g11107.t1
Zt09_2_01057|g11106.t1
Zt09_2_01058|g11105.t1
Zt09_2_01060|g11103.t1
Zt09_2_01061|g11102.t1
Zt09_2_01062|g11101.t1
Zt09_2_01063|g11100.t1
Zt09_2_01064|g11099.t1
Zt09_2_01065|g11098.t1
Zt09_2_01066|g11097.t1
Zt09_2_01067|g11096.t1
Zt09_2_01069|g11094.t1
Zt09_2_01070|g11093.t1
Zt09_2_01071|g11092.t1
Zt09_2_01074|g3147.t1
Zt09_2_01076|g3149.t1
Zt09_2_01079|g11087.t1
Zt09_2_01092|g3369.t1
Zt09_2_01093|g3370.t1
Zt09_2_01094|g3371.t1
Zt09_2_01097|g3374.t1
Zt09_2_01098|g3375.t1
Zt09_2_01099|g3376.t1
Zt09_2_01100|g3377.t1
Zt09_2_01101|g3378.t1
Zt09_2_01102|g3379.t1
Zt09_2_01106|g3383.t1
Zt09_2_01107|g3384.t1
Zt09_2_01110|g3387.t1
Zt09_2_01111|g3388.t1
Zt09_2_01113|g3390.t1
Zt09_2_01134|g1640.t1
Zt09_2_01137|g1637.t1
Zt09_2_01138|g1636.t1
Zt09_2_01141|g1633.t1
Zt09_2_01150|g3634.t1
Zt09_2_01151|g3635.t1
Zt09_2_01152|g3636.t1
Zt09_2_01153|g3637.t1
Zt09_2_01154|g3638.t1
Zt09_2_01160|g3645.t1
Zt09_2_01161|g3646.t1
Zt09_2_01166|g8929.t1
Zt09_2_01172|g8921.t1
Zt09_2_01173|g8920.t1
Zt09_2_01174|g8919.t1
Zt09_2_01181|g9631.t1
Zt09_2_01196|g9794.t1
Zt09_2_01198|g1316.t1
Zt09_2_01203|g9635.t1
Zt09_2_01204|g9634.t1
Zt09_2_01205|g9633.t1
Zt09_2_01206|g9632.t1
Zt09_2_01217|g1596.t1
Zt09_2_01218|g1595.t1
Zt09_2_01219|g1594.t1
Zt09_2_01222|g1591.t1
Zt09_2_01223|g1590.t1
Zt09_2_01227|g1585.t1
Zt09_2_01228|g1584.t1
Zt09_2_01229|g1583.t1
Zt09_2_01231|g1581.t1
Zt09_2_01232|g1579.t1
Zt09_2_01233|g1578.t1
Zt09_2_01239|g1572.t1
Zt09_2_01242|g9803.t1
Zt09_3_00003|g2086.t1
Zt09_3_00008|g2091.t1
Zt09_3_00009|g10148.t1
Zt09_3_00011|g10150.t1
Zt09_3_00013|g10152.t1
Zt09_3_00014|g10153.t1
Zt09_3_00025|g3400.t1
Zt09_3_00027|g3402.t1
Zt09_3_00029|g3404.t1
Zt09_3_00030|g3405.t1
Zt09_3_00032|g3408.t1
Zt09_3_00037|g3567.t1
Zt09_3_00046|g10251.t1
Zt09_3_00047|g10250.t1
Zt09_3_00048|g10249.t1
Zt09_3_00049|g10237.t1
Zt09_3_00051|g10239.t1
Zt09_3_00053|g10241.t1
Zt09_3_00054|g10242.t1
Zt09_3_00057|g10245.t1
Zt09_3_00058|g10246.t1
Zt09_3_00059|g10247.t1
Zt09_3_00060|g10248.t1
Zt09_3_00064|g10235.t1
Zt09_3_00068|g10230.t1
Zt09_3_00070|g10225.t1
Zt09_3_00072|g10221.t1
Zt09_3_00074|g10219.t1
